<Shift Report>,

< Field Key >,< Field Name >
SHIFT,"Shiftname
"
DATE,"Date
"
WEEK,"Week
"
MONTH,"Month
"
OPERATOR,"Operator
"
LOOM,"Loom
"
MAC_TYPE,"Type
"
STYLE,"Style
"
TOP_BEAM,"TopBeam
"
BEAM,"Beam
"
RPM,"RPM
"
EFFIC,"Effic.
"
RUN,"Run
"
STOP,"Stop
"
PRODUCT,"Product
"
RYUURYOU,"Air flow
"
WARP_TOP,"WapTop
"
WARP,"Warp
"
FALS,"False
"
CC_FRONT,"False(F)
"
CC_REAR,"False(R)
"
LENO,"Leno
"
LENO_L,"Leno(L)
"
LENO_R,"Leno(R)
"
WEFT,"Weft
"
WARP_OUT,"WapOut
"
DOFF,"Doff
"
MANUAL,"Manu
"
PWR_OFF,"Off
"
OTHER,"Other
"
UNSELECT,"UnSelect
"
UNSELECT2,"UnSelect2
"
TOTAL,"Total
"
TOTAL2,"Total2
"
WF1,WF1
WF2,WF2
LH,LH
COLOR1,"(1)
"
COLOR2,"(2)
2021/11/21.A 51 3030 7674 77 1-1 1122 R,2021/11/21.A,51,3030 7674 77 1-1,1122 R,,,634.8 ,85.2 ,604.7 ,210.4 ,"2,101,315.0 ","38,088.0 ",,5 ,1.1 ,25 ,51.6 ,,,,37 ,30.4 ,,,,4 ,2.1 ,0 ,,,,71 ,85.2 ,62 ,,,,25 ,18.2 ,,,,6 ,6.7 ,,,,4 ,2.2 ,,,,2 ,3.2 ,,,
2021/11/21.A 52 3030 7674 72 1-1 1132 R,2021/11/21.A,52,3030 7674 72 1-1,1132 R,,,619.5 ,100.5 ,517.7 ,180.2 ,"1,784,208.0 ","37,171.0 ",,5 ,1.7 ,20 ,39.7 ,,,,50 ,52.5 ,,,,6 ,6.7 ,1 ,,,,81 ,100.5 ,71 ,,,,25 ,23.5 ,,,,17 ,23.0 ,,,,1 ,0.8 ,,,,7 ,5.2 ,,,
2021/11/21.A 53 4040 11082 124 1-1 1039 R,2021/11/21.A,53,4040 11082 124 1-1,1039 R,,,635.7 ,84.3 ,494.6 ,155.1 ,"4,154,644.5 ","38,144.0 ",,9 ,6.8 ,21 ,32.2 ,,,,34 ,25.0 ,,,,17 ,20.3 ,0 ,,,,81 ,84.3 ,55 ,,,,19 ,15.4 ,,,,10 ,5.0 ,,,,4 ,4.0 ,,,,1 ,0.6 ,,,
2021/11/21.A 54 4040 13079 67x59 4-1 1160 Z,2021/11/21.A,54,4040 13079 67x59 4-1,1160 Z,,,370.2 ,349.9 ,215.3 ,70.3 ,"2,305,960.5 ","22,209.0 ",,5 ,52.6 ,41 ,233.5 ,,,,29 ,41.6 ,,,,0 ,22.2 ,0 ,,,,75 ,349.8 ,70 ,,,,8 ,10.2 ,,,,14 ,23.6 ,,,,5 ,6.0 ,,,,2 ,1.8 ,,,
2021/11/21.A 55 4040 10080 124 1-1 1195 Z,2021/11/21.A,55,4040 10080 124 1-1,1195 Z,,,627.5 ,92.5 ,489.6 ,156.4 ,"4,766,236.8 ","37,648.0 ",,6 ,2.7 ,34 ,55.0 ,,,,22 ,21.0 ,,,,7 ,13.9 ,0 ,,,,69 ,92.5 ,56 ,,,,10 ,10.8 ,,,,7 ,6.6 ,,,,4 ,2.1 ,,,,1 ,1.5 ,,,
2021/11/21.A 56 4040 10080 124 1-1 1022 Z,2021/11/21.A,56,4040 10080 124 1-1,1022 Z,,,629.7 ,90.3 ,439.4 ,140.4 ,"3,840,540.3 ","37,782.0 ",,3 ,2.0 ,26 ,48.9 ,,,,33 ,36.9 ,,,,2 ,2.5 ,0 ,,,,64 ,90.3 ,59 ,,,,10 ,9.2 ,,,,11 ,18.5 ,,,,9 ,7.8 ,,,,3 ,1.5 ,,,
2021/11/21.A 57 6060 18587 126 4-1 1043 Z,2021/11/21.A,57,6060 18587 126 4-1,1043 Z,,,425.6 ,294.5 ,281.5 ,84.7 ,"2,337,035.5 ","25,533.0 ",,16 ,22.5 ,14 ,44.7 ,,,,21 ,11.9 ,,,,5 ,215.5 ,0 ,,,,56 ,294.5 ,35 ,,,,6 ,2.4 ,,,,10 ,5.6 ,,,,2 ,1.4 ,,,,3 ,2.4 ,,,
2021/11/21.A 58 6060 18587 123 4-1 1029 R,2021/11/21.A,58,6060 18587 123 4-1,1029 R,,,635.9 ,84.1 ,412.3 ,120.4 ,"3,649,238.8 ","38,152.0 ",,4 ,3.7 ,27 ,56.9 ,,,,34 ,21.9 ,,,,1 ,1.7 ,0 ,,,,66 ,84.1 ,61 ,,,,11 ,5.0 ,,,,19 ,12.5 ,,,,1 ,0.1 ,,,,3 ,4.3 ,,,
2021/11/21.A 59 6060 178120 100 4-1 1051 Z,2021/11/21.A,59,6060 178120 100 4-1,1051 Z,,,435.0 ,285.0 ,301.6 ,65.1 ,"1,618,200.0 ","26,100.0 ",,2 ,2.2 ,33 ,108.8 ,,,,24 ,22.0 ,,,,3 ,152.0 ,0 ,,,,62 ,285.0 ,57 ,,,,6 ,4.1 ,,,,10 ,10.2 ,,,,4 ,5.1 ,,,,4 ,2.7 ,,,
2021/11/21.A 60 8080 10288 46x2 1-1 1067 Z,2021/11/21.A,60,8080 10288 46x2 1-1,1067 Z,,,596.1 ,123.9 ,474.9 ,137.1 ,"2,283,301.4 ","35,766.0 ",,3 ,2.6 ,33 ,70.0 ,,,,55 ,42.3 ,,,,4 ,9.0 ,0 ,,,,95 ,123.9 ,88 ,,,,24 ,14.9 ,,,,22 ,21.0 ,,,,5 ,3.6 ,,,,4 ,2.8 ,,,
2021/11/21.A 61 8080 8080 86 1-1 1057 Z,2021/11/21.A,61,8080 8080 86 1-1,1057 Z,,,615.6 ,104.4 ,490.4 ,155.7 ,"2,089,838.9 ","36,936.0 ",,4 ,3.0 ,30 ,47.6 ,,,,53 ,48.0 ,,,,4 ,5.8 ,0 ,,,,91 ,104.4 ,83 ,,,,23 ,13.7 ,,,,27 ,28.6 ,,,,2 ,3.2 ,,,,1 ,2.6 ,,,
2021/11/21.A 62 8080 9088 46x2 1-1 1056 Z,2021/11/21.A,62,8080 9088 46x2 1-1,1056 Z,,,606.9 ,113.1 ,481.6 ,139.0 ,"2,456,623.4 ","36,416.0 ",,5 ,2.0 ,24 ,50.7 ,,,,68 ,57.0 ,,,,4 ,3.4 ,0 ,,,,101 ,113.1 ,92 ,,,,22 ,20.0 ,,,,41 ,31.7 ,,,,5 ,4.9 ,,,,0 ,0.4 ,,,
2021/11/21.A 63 3030 7674 77 1-1 1124,2021/11/21.A,63,3030 7674 77 1-1,1124,,,640.5 ,79.5 ,605.0 ,209.0 ,"2,337,757.7 ","38,431.0 ",,4 ,1.4 ,17 ,20.2 ,,,,62 ,50.5 ,,,,4 ,7.4 ,1 ,,,,87 ,79.5 ,80 ,,,,11 ,11.5 ,,,,44 ,28.6 ,,,,4 ,5.5 ,,,,3 ,4.9 ,,,
2021/11/21.A 64 4040 11085 75 1-1 1125 Z,2021/11/21.A,64,4040 11085 75 1-1,1125 Z,,,663.3 ,56.7 ,622.2 ,188.1 ,"2,893,169.2 ","39,796.0 ",,9 ,3.9 ,14 ,20.7 ,,,,53 ,29.1 ,,,,3 ,3.1 ,0 ,,,,79 ,56.7 ,67 ,,,,26 ,11.1 ,,,,7 ,3.2 ,,,,8 ,6.9 ,,,,12 ,8.0 ,,,
2021/11/21.A 65 3030 7674 72 1-1 1123 R,2021/11/21.A,65,3030 7674 72 1-1,1123 R,,,653.6 ,66.5 ,632.6 ,218.6 ,"2,253,571.1 ","39,213.0 ",,5 ,2.1 ,13 ,33.1 ,,,,31 ,30.2 ,,,,2 ,1.1 ,0 ,,,,51 ,66.5 ,44 ,,,,14 ,10.0 ,,,,8 ,6.9 ,,,,5 ,5.3 ,,,,4 ,7.9 ,,,
2021/11/21.A 66 4040 13079 59 4-1 1136 Z,2021/11/21.A,66,4040 13079 59 4-1,1136 Z,,,648.7 ,66.4 ,618.0 ,198.7 ,"2,210,712.8 ","38,921.0 ",,8 ,4.1 ,16 ,40.2 ,,,,29 ,19.9 ,,,,2 ,2.2 ,0 ,,,,55 ,66.4 ,45 ,,,,12 ,6.8 ,,,,16 ,12.9 ,,,,1 ,0.2 ,,,,0 ,0.0 ,,,
Shift Report ( 2021/11/22 09:19 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period(Shift) : 2021/11/21.A -> 2021/11/21.A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

"Shiftname
","Loom
","Style
","Beam
","RPM
","Effic.
(%)","Run
(min)","Stop
(min)","Product
(1000pick)","Run
(Hrs)","Product
(meter)",AF1,AF2,"Air flow
(m3/h)","Manu
(times)","Manu
(min)","Warp
(times)",Warp Hrs,"Warp
(min)","Warp
(times/h)","Warp
(times/day)","Warp
(times/cmpx)",Warp Min,"Weft
(times)",Weft Hrs,"Weft
(min)","Weft
(times/h)","Weft
(times/day)","Weft
(times/cmpx)",Weft Hrs,"UnSelect
(times)","UnSelect
(min)","UnSelect2
(times)","UnSelect
(times/h)","UnSelect
(times/day)","UnSelect
(times/cmpx)","Total
(times)","Total
(min)","Total2
(times)","Total
(times/h)","Total
(times/day)","Total
(times/cmpx)","WF1(1)
(times)","WF1(1)
(min)","WF1(1)
(times/h)","WF1(1)
(times/day)","WF1(1)
(times/cmpx)","WF1(2)
(times)","WF1(2)
(min)","WF1(2)
(times/h)","WF1(2)
(times/day)","WF1(2)
(times/cmpx)","WF2(1)
(times)","WF2(1)
(min)","WF2(1)
(times/h)","WF2(1)
(times/day)","WF2(1)
(times/cmpx)","WF2(2)
(times)","WF2(2)
(min)","WF2(2)
(times/h)","WF2(2)
(times/day)","WF2(2)
(times/cmpx)","Loom
","Style
","Beam
","RPM
","Effic.
(%)"
2021/11/21.A,001,8080 10288 46x2 1-1,1066 Z,800 ,86.1 ,619.7 ,100.3 ,495.8 ,10.3 ,143.1 ,"2,278,823.5 ","37,181.0 ",61.3 ,5 ,1.4 ,21 , 1.75 ,36.9 ,2.03 ,48.80 ,4.24 ,1.76 ,53 , 4.42 ,59.3 ,5.13 ,123.16 ,10.69 , 0.89 ,3 ,2.8 ,0 ,0.00 ,0.00 ,0.00 ,82 ,100.3 ,74 ,7.16 ,171.96 ,14.93 ,32 ,35.2 ,3.10 ,74.36 ,6.45 ,14 ,14.7 ,1.36 ,32.53 ,2.82 ,3 ,5.6 ,0.29 ,6.97 ,0.61 ,4 ,3.7 ,0.39 ,9.30 ,0.81 ,001,8080 10288 46x2 1-1,1066 Z,800 ,86.1 
2021/11/21.A,002,8080 8080 86 1-1,1059 Z,793 ,76.7 ,552.2 ,167.8 ,437.7 ,9.2 ,138.9 ,"1,885,542.1 ","33,132.0 ",56.9 ,4 ,1.3 ,35 , 2.92 ,69.6 ,3.80 ,91.27 ,8.00 ,1.99 ,78 , 6.50 ,95.3 ,8.48 ,203.40 ,17.82 , 1.49 ,2 ,1.7 ,0 ,0.00 ,0.00 ,0.00 ,119 ,167.8 ,113 ,12.28 ,294.68 ,25.82 ,11 ,6.8 ,1.20 ,28.69 ,2.51 ,14 ,12.9 ,1.52 ,36.51 ,3.20 ,34 ,54.3 ,3.69 ,88.66 ,7.77 ,19 ,21.3 ,2.06 ,49.55 ,4.34 ,002,8080 8080 86 1-1,1059 Z,793 ,76.7 
2021/11/21.A,003,8080 8080 86 1-1,105 Z,799 ,83.8 ,603.1 ,117.0 ,481.7 ,10.1 ,152.9 ,"2,189,433.3 ","36,183.0 ",60.5 ,6 ,2.0 ,40 , 3.33 ,62.4 ,3.98 ,95.51 ,8.30 ,1.56 ,57 , 4.75 ,45.3 ,5.67 ,136.11 ,11.83 , 0.99 ,2 ,7.3 ,1 ,0.10 ,2.39 ,0.21 ,105 ,117.0 ,98 ,9.75 ,234.01 ,20.34 ,15 ,8.5 ,1.49 ,35.82 ,3.11 ,34 ,29.5 ,3.38 ,81.19 ,7.06 ,7 ,7.0 ,0.70 ,16.72 ,1.45 ,1 ,0.4 ,0.10 ,2.39 ,0.21 ,003,8080 8080 86 1-1,105 Z,799 ,83.8 
2021/11/21.A,004,8080 10288 46x2 1-1,17 Z,801 ,83.4 ,600.2 ,119.8 ,480.6 ,10.0 ,138.7 ,"2,216,775.6 ","36,010.0 ",61.6 ,4 ,0.9 ,36 , 3.00 ,69.7 ,3.60 ,86.38 ,7.49 ,1.94 ,48 , 4.00 ,45.1 ,4.80 ,115.17 ,9.99 , 0.83 ,3 ,4.1 ,0 ,0.00 ,0.00 ,0.00 ,91 ,119.8 ,84 ,8.40 ,201.54 ,17.48 ,9 ,9.8 ,0.90 ,21.59 ,1.87 ,20 ,15.2 ,2.00 ,47.99 ,4.16 ,9 ,8.3 ,0.90 ,21.59 ,1.87 ,10 ,11.9 ,1.00 ,23.99 ,2.08 ,004,8080 10288 46x2 1-1,17 Z,801 ,83.4 
2021/11/21.A,005,6060 18590 118 strip,1168 Z,675 ,71.3 ,512.2 ,205.7 ,345.5 ,8.5 ,108.5 ,"2,462,622.1 ","30,729.0 ",80.1 ,2 ,1.6 ,19 , 1.58 ,60.8 ,2.23 ,53.42 ,5.50 ,3.20 ,36 , 3.00 ,33.7 ,4.22 ,101.22 ,10.42 , 0.87 ,4 ,109.7 ,0 ,0.00 ,0.00 ,0.00 ,61 ,205.7 ,55 ,6.44 ,154.64 ,15.92 ,10 ,6.0 ,1.17 ,28.12 ,2.89 ,15 ,11.7 ,1.76 ,42.18 ,4.34 ,10 ,13.9 ,1.17 ,28.12 ,2.89 ,1 ,2.1 ,0.12 ,2.81 ,0.29 ,005,6060 18590 118 strip,1168 Z,675 ,71.3 
2021/11/21.A,006,4040 10080 124 1-1,1042 Z,673 ,89.8 ,646.6 ,73.8 ,435.0 ,10.8 ,129.2 ,"4,305,469.1 ","38,795.0 ",111.0 ,5 ,2.2 ,16 , 1.33 ,30.7 ,1.48 ,35.63 ,3.68 ,1.92 ,34 , 2.83 ,37.8 ,3.16 ,75.72 ,7.82 , 0.65 ,5 ,3.1 ,0 ,0.00 ,0.00 ,0.00 ,60 ,73.8 ,50 ,4.64 ,111.35 ,11.49 ,17 ,15.3 ,1.58 ,37.86 ,3.91 ,17 ,22.1 ,1.58 ,37.86 ,3.91 ,0 ,0.0 ,0.00 ,0.00 ,0.00 ,0 ,0.4 ,0.00 ,0.00 ,0.00 ,006,4040 10080 124 1-1,1042 Z,673 ,89.8 
2021/11/21.A,007,6060 18587 126 4-1,1014 Z,563 ,65.1 ,468.4 ,251.6 ,263.9 ,7.8 ,77.0 ,"2,489,822.0 ","28,105.0 ",88.6 ,3 ,1.0 ,73 , 6.08 ,157.1 ,9.35 ,224.42 ,27.66 ,2.15 ,48 , 4.00 ,48.7 ,6.15 ,147.56 ,18.19 , 1.52 ,3 ,44.9 ,0 ,0.00 ,0.00 ,0.00 ,127 ,251.6 ,121 ,15.50 ,371.98 ,45.85 ,32 ,26.1 ,4.10 ,98.37 ,12.13 ,12 ,16.6 ,1.54 ,36.89 ,4.55 ,2 ,4.7 ,0.26 ,6.15 ,0.76 ,2 ,1.2 ,0.26 ,6.15 ,0.76 ,007,6060 18587 126 4-1,1014 Z,563 ,65.1 
2021/11/21.A,008,6060 18587 123 4-1,317 Z,651 ,92.3 ,664.5 ,55.5 ,432.3 ,11.1 ,126.2 ,"3,522,204.1 ","39,871.0 ",88.3 ,5 ,2.1 ,11 , 0.92 ,21.5 ,0.99 ,23.84 ,2.54 ,1.95 ,31 , 2.58 ,28.8 ,2.80 ,67.18 ,7.17 , 0.60 ,5 ,3.1 ,0 ,0.00 ,0.00 ,0.00 ,52 ,55.5 ,42 ,3.79 ,91.01 ,9.72 ,20 ,18.9 ,1.81 ,43.34 ,4.63 ,11 ,9.6 ,0.99 ,23.84 ,2.54 ,0 ,0.0 ,0.00 ,0.00 ,0.00 ,0 ,0.4 ,0.00 ,0.00 ,0.00 ,008,6060 18587 123 4-1,317 Z,651 ,92.3 
2021/11/21.A,009,6060 18587 126 4-1,1151 Z,646 ,77.7 ,559.5 ,160.6 ,361.2 ,9.3 ,105.5 ,"3,329,510.7 ","33,567.0 ",99.2 ,4 ,1.7 ,32 , 2.67 ,93.5 ,3.43 ,82.37 ,8.86 ,2.92 ,56 , 4.67 ,64.0 ,6.01 ,144.14 ,15.50 , 1.29 ,1 ,1.4 ,0 ,0.00 ,0.00 ,0.00 ,93 ,160.6 ,88 ,9.44 ,226.51 ,24.36 ,20 ,17.9 ,2.14 ,51.48 ,5.54 ,29 ,36.1 ,3.11 ,74.64 ,8.03 ,2 ,4.3 ,0.21 ,5.15 ,0.55 ,5 ,5.8 ,0.54 ,12.87 ,1.38 ,009,6060 18587 126 4-1,1151 Z,646 ,77.7 
2021/11/21.A,010,4040 13079 67x59 4-1,1174 Z,662 ,88.5 ,637.1 ,83.0 ,421.8 ,10.6 ,135.6 ,"3,688,519.5 ","38,223.0 ",96.5 ,5 ,2.6 ,15 , 1.25 ,37.1 ,1.41 ,33.91 ,3.56 ,2.47 ,31 , 2.58 ,37.2 ,2.92 ,70.07 ,7.35 , 0.61 ,3 ,6.2 ,0 ,0.00 ,0.00 ,0.00 ,54 ,83.0 ,46 ,4.33 ,103.98 ,10.91 ,12 ,11.7 ,1.13 ,27.13 ,2.84 ,9 ,15.1 ,0.85 ,20.34 ,2.13 ,7 ,6.3 ,0.66 ,15.82 ,1.66 ,3 ,4.0 ,0.28 ,6.78 ,0.71 ,010,4040 13079 67x59 4-1,1174 Z,662 ,88.5 
2021/11/21.A,011,4040 11083 123 1-1,1036 Z,672 ,90.0 ,644.2 ,71.4 ,432.9 ,10.7 ,127.7 ,"4,494,687.1 ","38,654.0 ",116.3 ,5 ,1.8 ,15 , 1.25 ,25.7 ,1.40 ,33.53 ,3.47 ,1.71 ,37 , 3.08 ,40.2 ,3.45 ,82.70 ,8.55 , 0.71 ,6 ,3.8 ,0 ,0.00 ,0.00 ,0.00 ,63 ,71.4 ,52 ,4.84 ,116.23 ,12.01 ,23 ,26.6 ,2.14 ,51.41 ,5.31 ,13 ,11.3 ,1.21 ,29.06 ,3.00 ,0 ,0.0 ,0.00 ,0.00 ,0.00 ,1 ,2.3 ,0.09 ,2.24 ,0.23 ,011,4040 11083 123 1-1,1036 Z,672 ,90.0 
2021/11/21.A,012,6060 164113 124 33mm,1001 Z,635 ,91.3 ,652.9 ,62.2 ,414.4 ,10.9 ,117.1 ,"3,325,702.8 ","39,172.0 ",84.9 ,6 ,2.2 ,12 , 1.00 ,23.4 ,1.10 ,26.47 ,2.90 ,1.95 ,34 , 2.83 ,33.5 ,3.12 ,74.99 ,8.20 , 0.68 ,5 ,3.1 ,0 ,0.00 ,0.00 ,0.00 ,57 ,62.2 ,46 ,4.23 ,101.46 ,11.10 ,20 ,20.2 ,1.84 ,44.11 ,4.83 ,14 ,12.9 ,1.29 ,30.88 ,3.38 ,0 ,0.0 ,0.00 ,0.00 ,0.00 ,0 ,0.4 ,0.00 ,0.00 ,0.00 ,012,6060 164113 124 33mm,1001 Z,635 ,91.3 
2021/11/21.A,013,8080 9088 46x2 1-1,1079Z,722 ,83.2 ,598.7 ,121.3 ,432.0 ,10.0 ,124.7 ,"2,216,387.4 ","35,922.0 ",61.7 ,1 ,1.2 ,22 , 1.83 ,56.5 ,2.20 ,52.91 ,5.09 ,2.57 ,61 , 5.08 ,53.4 ,6.11 ,146.72 ,14.12 , 1.18 ,3 ,10.2 ,3 ,0.30 ,7.22 ,0.69 ,87 ,121.3 ,86 ,8.62 ,206.85 ,19.91 ,25 ,21.3 ,2.51 ,60.13 ,5.79 ,18 ,19.8 ,1.80 ,43.29 ,4.17 ,13 ,9.0 ,1.30 ,31.27 ,3.01 ,5 ,3.3 ,0.50 ,12.03 ,1.16 ,013,8080 9088 46x2 1-1,1079Z,722 ,83.2 
2021/11/21.A,014,8080 10288 46x2 1-1,1054 Z,800 ,89.5 ,644.7 ,75.3 ,515.5 ,10.7 ,148.8 ,"2,468,944.4 ","38,680.0 ",63.8 ,4 ,1.2 ,13 , 1.08 ,25.7 ,1.21 ,29.04 ,2.52 ,1.97 ,43 , 3.58 ,39.2 ,4.00 ,96.05 ,8.34 , 0.70 ,8 ,9.3 ,0 ,0.00 ,0.00 ,0.00 ,68 ,75.3 ,56 ,5.21 ,125.09 ,10.86 ,20 ,19.8 ,1.86 ,44.67 ,3.88 ,10 ,7.2 ,0.93 ,22.34 ,1.94 ,6 ,5.9 ,0.56 ,13.40 ,1.16 ,7 ,6.3 ,0.65 ,15.64 ,1.36 ,014,8080 10288 46x2 1-1,1054 Z,800 ,89.5 
2021/11/21.A,015,4040 127121 106 2-1,1053,615 ,86.9 ,626.0 ,94.1 ,385.0 ,10.4 ,81.9 ,"2,445,777.0 ","37,558.0 ",65.1 ,9 ,6.1 ,8 , 0.67 ,10.9 ,0.77 ,18.40 ,2.08 ,1.36 ,26 , 2.17 ,22.1 ,2.49 ,59.81 ,6.75 , 0.56 ,4 ,55.0 ,1 ,0.10 ,2.30 ,0.26 ,47 ,94.1 ,35 ,3.35 ,80.52 ,9.09 ,12 ,8.2 ,1.15 ,27.61 ,3.12 ,6 ,5.3 ,0.58 ,13.80 ,1.56 ,4 ,5.9 ,0.38 ,9.20 ,1.04 ,4 ,2.7 ,0.38 ,9.20 ,1.04 ,015,4040 127121 106 2-1,1053,615 ,86.9 
2021/11/21.A,016,8080 9088 46x2 1-1,1084 Z,798 ,91.4 ,657.8 ,62.2 ,524.8 ,11.0 ,151.5 ,"2,477,280.8 ","39,466.0 ",62.8 ,4 ,1.2 ,16 , 1.33 ,27.0 ,1.46 ,35.03 ,3.05 ,1.68 ,33 , 2.75 ,20.3 ,3.01 ,72.24 ,6.29 , 0.52 ,7 ,13.8 ,1 ,0.09 ,2.19 ,0.19 ,60 ,62.2 ,50 ,4.56 ,109.46 ,9.53 ,10 ,5.4 ,0.91 ,21.89 ,1.91 ,19 ,9.7 ,1.73 ,41.60 ,3.62 ,2 ,0.8 ,0.18 ,4.38 ,0.38 ,2 ,4.4 ,0.18 ,4.38 ,0.38 ,016,8080 9088 46x2 1-1,1084 Z,798 ,91.4 
2021/11/21.A,017,4040 10080 124 1-1,1192 Z,703 ,67.3 ,484.2 ,235.8 ,340.5 ,8.1 ,109.1 ,"3,138,305.1 ","29,053.0 ",108.0 ,2 ,3.4 ,26 , 2.17 ,83.0 ,3.22 ,77.32 ,7.64 ,3.19 ,34 , 2.83 ,38.9 ,4.21 ,101.11 ,9.99 , 0.83 ,3 ,110.5 ,0 ,0.00 ,0.00 ,0.00 ,65 ,235.8 ,60 ,7.43 ,178.43 ,17.62 ,6 ,7.1 ,0.74 ,17.84 ,1.76 ,14 ,13.2 ,1.73 ,41.63 ,4.11 ,12 ,15.7 ,1.49 ,35.69 ,3.52 ,2 ,2.9 ,0.25 ,5.95 ,0.59 ,017,4040 10080 124 1-1,1192 Z,703 ,67.3 
2021/11/21.A,018,4040 13079 67x59 4-1,1019 Z,651 ,90.6 ,642.2 ,66.9 ,418.1 ,10.7 ,123.9 ,"3,500,246.9 ","38,532.0 ",90.8 ,5 ,2.4 ,13 , 1.08 ,26.7 ,1.21 ,29.15 ,3.11 ,2.06 ,35 , 2.92 ,32.1 ,3.27 ,78.48 ,8.37 , 0.70 ,6 ,5.7 ,0 ,0.00 ,0.00 ,0.00 ,59 ,66.9 ,48 ,4.48 ,107.63 ,11.48 ,19 ,16.2 ,1.78 ,42.60 ,4.54 ,16 ,15.5 ,1.49 ,35.88 ,3.83 ,0 ,0.0 ,0.00 ,0.00 ,0.00 ,0 ,0.4 ,0.00 ,0.00 ,0.00 ,018,4040 13079 67x59 4-1,1019 Z,651 ,90.6 
2021/11/21.A,019,4040 13079 67x59 4-1,1157 Z,678 ,85.4 ,615.2 ,104.8 ,417.1 ,10.3 ,134.1 ,"3,756,801.6 ","36,911.0 ",101.8 ,6 ,6.5 ,15 , 1.25 ,50.5 ,1.46 ,35.11 ,3.60 ,3.37 ,39 , 3.25 ,33.6 ,3.80 ,91.29 ,9.35 , 0.78 ,8 ,14.2 ,0 ,0.00 ,0.00 ,0.00 ,68 ,104.8 ,54 ,5.27 ,126.40 ,12.95 ,20 ,17.6 ,1.95 ,46.82 ,4.80 ,16 ,13.1 ,1.56 ,37.45 ,3.84 ,1 ,0.5 ,0.10 ,2.34 ,0.24 ,2 ,2.4 ,0.20 ,4.68 ,0.48 ,019,4040 13079 67x59 4-1,1157 Z,678 ,85.4 
2021/11/21.A,020,6060 18587 126 4-1,1002 Z,597 ,65.3 ,470.4 ,249.6 ,280.8 ,7.8 ,82.0 ,"2,427,153.7 ","28,226.0 ",86.0 ,4 ,10.8 ,59 , 4.92 ,167.0 ,7.52 ,180.60 ,21.01 ,2.83 ,72 , 6.00 ,65.7 ,9.18 ,220.39 ,25.64 , 2.14 ,8 ,6.1 ,0 ,0.00 ,0.00 ,0.00 ,143 ,249.6 ,131 ,16.71 ,400.99 ,46.65 ,29 ,23.1 ,3.70 ,88.77 ,10.33 ,31 ,30.2 ,3.95 ,94.89 ,11.04 ,10 ,9.4 ,1.28 ,30.61 ,3.56 ,2 ,3.1 ,0.26 ,6.12 ,0.71 ,020,6060 18587 126 4-1,1002 Z,597 ,65.3 
2021/11/21.A,021,6060 18587 123 4-1,1161 R,645 ,83.9 ,603.8 ,116.2 ,389.7 ,10.1 ,113.8 ,"3,358,874.7 ","36,226.0 ",92.7 ,6 ,6.5 ,29 , 2.42 ,62.9 ,2.88 ,69.17 ,7.44 ,2.17 ,68 , 5.67 ,39.0 ,6.76 ,162.18 ,17.45 , 1.45 ,10 ,7.9 ,0 ,0.00 ,0.00 ,0.00 ,113 ,116.2 ,97 ,9.64 ,231.35 ,24.89 ,22 ,10.9 ,2.19 ,52.47 ,5.65 ,44 ,27.2 ,4.37 ,104.94 ,11.29 ,1 ,0.8 ,0.10 ,2.39 ,0.26 ,1 ,0.2 ,0.10 ,2.39 ,0.26 ,021,6060 18587 123 4-1,1161 R,645 ,83.9 
2021/11/21.A,022,6060 18587 126 4-1,1154 Z,645 ,80.9 ,582.7 ,137.4 ,376.0 ,9.7 ,109.8 ,"3,188,960.0 ","34,959.0 ",91.2 ,4 ,12.2 ,33 , 2.75 ,75.1 ,3.40 ,81.56 ,8.78 ,2.28 ,65 , 5.42 ,46.9 ,6.69 ,160.65 ,17.29 , 1.44 ,1 ,3.1 ,0 ,0.00 ,0.00 ,0.00 ,103 ,137.4 ,98 ,10.09 ,242.20 ,26.06 ,24 ,15.3 ,2.47 ,59.32 ,6.38 ,26 ,18.9 ,2.68 ,64.26 ,6.91 ,3 ,2.1 ,0.31 ,7.41 ,0.80 ,12 ,10.7 ,1.24 ,29.66 ,3.19 ,022,6060 18587 126 4-1,1154 Z,645 ,80.9 
2021/11/21.A,023,6060 18587 126 4-1,1028 Z,599 ,82.0 ,590.7 ,129.3 ,353.8 ,9.8 ,103.3 ,"3,352,648.0 ","35,444.0 ",94.6 ,3 ,1.2 ,48 , 4.00 ,94.0 ,4.88 ,117.01 ,13.57 ,1.96 ,53 , 4.42 ,34.1 ,5.38 ,129.20 ,14.98 , 1.25 ,0 ,0.0 ,0 ,0.00 ,0.00 ,0.00 ,104 ,129.3 ,101 ,10.26 ,246.20 ,28.55 ,20 ,16.4 ,2.03 ,48.75 ,5.65 ,33 ,17.6 ,3.35 ,80.44 ,9.33 ,0 ,0.0 ,0.00 ,0.00 ,0.00 ,0 ,0.1 ,0.00 ,0.00 ,0.00 ,023,6060 18587 126 4-1,1028 Z,599 ,82.0 
